id	source	locale	speaker	address	moment	function	knowledge_chronology	status	text
TXT-00299	scenes\levels\station_32.tscn:192	pl	SYSTEM_OR_UNLABELED	32	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Właz techniczny do Szybu Wentylacyjnego
TXT-00300	scenes\levels\station_32.tscn:193	pl	SYSTEM_OR_UNLABELED	32	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zejście poziom niżej do maszynowni i rejestru par
TXT-00301	scenes\levels\station_33.tscn:79	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Szyb wentylacyjny. Notatki miejscowej Leny i ciśnienie powrotne.
TXT-00302	scenes\levels\station_33.tscn:84	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SZYB WENTYLACYJNY // CIŚNIENIE POWROTNE // POZIOM -40M
TXT-00303	scenes\levels\station_33.tscn:121	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rama dwóch świadectw
TXT-00304	scenes\levels\station_33.tscn:133	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pionowy ciąg drabiny serwisowej
TXT-00305	scenes\levels\station_33.tscn:134	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zejście do Maszynowni Głównej Podstruktury
TXT-00306	scenes\levels\station_33.tscn:145	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Manometr ciśnienia powrotnego
TXT-00307	scenes\levels\station_33.tscn:146	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wskazanie głębokości: -40 metrów poniżej osiedla
TXT-00308	scenes\levels\station_33.tscn:157	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Skrzynka kablowa z notatką miejscowej Leny
TXT-00309	scenes\levels\station_33.tscn:158	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Formuła abortu testu: przerwane połączenie po 3 sekundach
TXT-00310	scenes\levels\station_33.tscn:169	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Lampa robocza ciągu wentylacyjnego
TXT-00311	scenes\levels\station_33.tscn:170	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Oświetlenie dolnego włazu dekompresyjnego
TXT-00312	scenes\levels\station_33.tscn:181	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Dolny właz dekompresyjny Maszynowni
TXT-00313	scenes\levels\station_33.tscn:182	pl	SYSTEM_OR_UNLABELED	33	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wejście do centralnego rdzenia wymiany i rejestru par
TXT-00314	scenes\levels\station_34.tscn:76	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rdzeń korelacyjny. Rejestr par i alokacja tożsamości.
TXT-00315	scenes\levels\station_34.tscn:81	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	RDZEŃ KORELACYJNY // REJESTR PAR // ALOKACJA BIOGRAFICZNA
TXT-00316	scenes\levels\station_34.tscn:128	und	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Cylinder Rdzenia Korelacyjnego
TXT-00317	scenes\levels\station_34.tscn:129	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Urządzenie bilansujące wektory sprzeczności sieci
TXT-00318	scenes\levels\station_34.tscn:140	und	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Konsola alokacji biograficznej
TXT-00319	scenes\levels\station_34.tscn:141	pl	LENA	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rejestr pary tożsamościowej: Lena Wolska (A) / Lena Wolska (B)
TXT-00320	scenes\levels\station_34.tscn:152	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wskaźnik obciążenia termicznego
TXT-00321	scenes\levels\station_34.tscn:153	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wzrost temperatury podtrzymywanych sprzeczności
TXT-00322	scenes\levels\station_34.tscn:164	und	JAKUB	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Port diagnostyczny Jakuba
TXT-00323	scenes\levels\station_34.tscn:165	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Odczyt współrzędnych sygnału z Sektora Filtracji
TXT-00324	scenes\levels\station_34.tscn:176	und	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Brama do Sektora Filtracji
TXT-00325	scenes\levels\station_34.tscn:177	pl	SYSTEM_OR_UNLABELED	34	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przejście do basenów sedacyjnych i odbiornika echa domu
TXT-00326	scenes\levels\station_35.tscn:75	und	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Sektor filtracji. Baseny sedacyjne i echo zaginionego domu.
TXT-00327	scenes\levels\station_35.tscn:80	und	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SEKTOR FILTRACJI // ODBIORNIK ECHA DOMU // SEDACJA
TXT-00328	scenes\levels\station_35.tscn:117	und	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Betonowy basen sedacyjny
TXT-00329	scenes\levels\station_35.tscn:118	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Fosforyzujący roztwór nasycony osadem korelacyjnym
TXT-00330	scenes\levels\station_35.tscn:129	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Koło zaworu spustowego basenów
TXT-00331	scenes\levels\station_35.tscn:130	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Opróżnienie komory otwiera drogę do kanału burzowego
TXT-00332	scenes\levels\station_35.tscn:141	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Próbnik sedacyjny
TXT-00333	scenes\levels\station_35.tscn:142	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pomiary stężenia osadu wypartych wspomnień
TXT-00334	scenes\levels\station_35.tscn:153	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Odbiornik echa domu i monitor ciągłości
TXT-00335	scenes\levels\station_35.tscn:154	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wiadomość głosowa domowej Marty: potwierdzenie braku swapu
TXT-00336	scenes\levels\station_35.tscn:165	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Śluza do Kanału Odpływowego
TXT-00337	scenes\levels\station_35.tscn:166	pl	SYSTEM_OR_UNLABELED	35	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zejście do drenażu trakcyjnego i rejestru katastrofy Linii 4
TXT-00338	scenes\levels\station_36.tscn:75	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Drenaż trakcyjny. Para katastrof i rachunek Linii 4.
TXT-00339	scenes\levels\station_36.tscn:80	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	DRENAŻ TRAKCYJNY // RACHUNEK LINII 4 // REJESTR KATASTROF
TXT-00340	scenes\levels\station_36.tscn:117	und	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Krata jazu burzowego
TXT-00341	scenes\levels\station_36.tscn:118	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zatrzymane odłamki przeszłości: tablica tramwaju linii 4
TXT-00342	scenes\levels\station_36.tscn:129	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rwący nurt drenażu trakcyjnego
TXT-00343	scenes\levels\station_36.tscn:130	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zrzut energii korelacyjnej do wód gruntowych
TXT-00344	scenes\levels\station_36.tscn:141	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Kładka inspekcyjna kolektora
TXT-00345	scenes\levels\station_36.tscn:142	und	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Stanowisko odczytu korelacji katastrofy
TXT-00346	scenes\levels\station_36.tscn:153	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Punkt poboru próbek skażenia
TXT-00347	scenes\levels\station_36.tscn:154	und	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pomiary energii zrzutowej Linii 4
TXT-00348	scenes\levels\station_36.tscn:165	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Śluza do Komory Sygnałowej
TXT-00349	scenes\levels\station_36.tscn:166	pl	SYSTEM_OR_UNLABELED	36	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wejście do węzła nadawczego i żywego sygnału miejscowej Leny
TXT-00350	scenes\levels\station_37.tscn:76	pl	JAKUB	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Komora sygnałowa. Żywy sygnał i granica Jakuba.
TXT-00351	scenes\levels\station_37.tscn:81	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	KOMORA SYGNAŁOWA // ŻYWY SYGNAŁ // KROSOWNICA TRANSMISYJNA
TXT-00352	scenes\levels\station_37.tscn:116	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Drabina pomostu komory sygnałowej
TXT-00353	scenes\levels\station_37.tscn:125	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Oscyloskop sygnału rezonansowego
TXT-00354	scenes\levels\station_37.tscn:126	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Nałożenie fali domowej i żywego sygnału miejscowej Leny
TXT-00355	scenes\levels\station_37.tscn:137	und	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Krosownica transmisyjna Podstruktury
TXT-00356	scenes\levels\station_37.tscn:138	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zespolenie obwodów sygnałowych z komorą decyzyjną
TXT-00357	scenes\levels\station_37.tscn:149	und	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Maszt anteny transmisyjnej
TXT-00358	scenes\levels\station_37.tscn:150	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wzmocnienie fali nośnej i podtrzymanie mostu sygnałowego
TXT-00359	scenes\levels\station_37.tscn:161	pl	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pulpit sterujący mostu transmisyjnego
TXT-00360	scenes\levels\station_37.tscn:162	und	JAKUB	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zsynchronizowanie nadajnika Jakuba na 10 sekund
TXT-00361	scenes\levels\station_37.tscn:173	und	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Brama do Strefy Decyzji i Station 38
TXT-00362	scenes\levels\station_37.tscn:174	und	SYSTEM_OR_UNLABELED	37	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Droga do Marty i ostatecznego wyboru metody
TXT-00363	scenes\levels\station_38.tscn:79	pl	JAKUB	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Jakub nie jest współrzędną powrotu; jego teraźniejszość ma własny ciężar.
TXT-00364	scenes\levels\station_38.tscn:84	und	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STREFA DECYZJI // ZGODY RELACJI // ROZDZIELNICA SYNCHRONIZACJI
TXT-00365	scenes\levels\station_38.tscn:124	pl	JAKUB	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Śluza utrzymująca Jakuba
TXT-00366	scenes\levels\station_38.tscn:136	pl	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Odbiornik radiowy / Łącze z Martą
TXT-00367	scenes\levels\station_38.tscn:137	pl	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Bezpośredni kanał radiowy z Martą ustalający warunki zgody
TXT-00368	scenes\levels\station_38.tscn:148	und	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zapis procedury miejscowej Leny
TXT-00369	scenes\levels\station_38.tscn:149	und	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Notatka z warunkiem abortu po 3 sekundach i ryzykownym kontaktem
TXT-00370	scenes\levels\station_38.tscn:160	und	JAKUB	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rozdzielnica kontrolna Jakuba
TXT-00371	scenes\levels\station_38.tscn:161	und	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Nastawa 10-sekundowego okna synchronizacji pod nadzorem brata
TXT-00372	scenes\levels\station_38.tscn:172	pl	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Węzeł synchronizacji zgód
TXT-00373	scenes\levels\station_38.tscn:173	pl	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zespolenie kanałów relacyjnych przed uruchomieniem procedury
TXT-00374	scenes\levels\station_38.tscn:184	pl	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Śluza do Komory Wyboru Metody (Przestrzeń 39)
TXT-00375	scenes\levels\station_38.tscn:185	pl	SYSTEM_OR_UNLABELED	38	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przejście do centralnego pulpitu rozstrzygnięcia
TXT-00376	scenes\levels\station_39.tscn:75	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Trzy konfiguracje referencyjne. Podstruktura nie narzuca jednego oryginału.
TXT-00377	scenes\levels\station_39.tscn:80	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PULPIT WYBORU METODY // RDZEŃ KORELACYJNY // BILANS KOSZTÓW
TXT-00378	scenes\levels\station_39.tscn:117	und	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pulpit Metody A: Wymuszenie powrotu
TXT-00379	scenes\levels\station_39.tscn:118	pl	LENA	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zakotwiczenie próbki domowej; koszt: miejscowa Lena pozostaje poza Równią
TXT-00380	scenes\levels\station_39.tscn:129	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pulpit Metody B: Zamknięcie Równi
TXT-00381	scenes\levels\station_39.tscn:130	pl	LENA	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Odzyskanie ciała przez miejscową Lenę; koszt: Lena A w nieindeksowanej ciągłości
TXT-00382	scenes\levels\station_39.tscn:141	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rdzeń korelacyjny Podstruktury
TXT-00383	scenes\levels\station_39.tscn:142	pl	MARTA	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Matryca sześciu parametrów: próbka, sygnał, Marta, Jakub, rejestr, stabilność
TXT-00384	scenes\levels\station_39.tscn:153	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Pulpit Metody C: Przejście wzajemne
TXT-00385	scenes\levels\station_39.tscn:154	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zsynchronizowany powrót obu Len; koszt: most częściowo otwarty, przeciek pamięci
TXT-00386	scenes\levels\station_39.tscn:165	und	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wrota do Komory Ostatniego Impulsu (Station 40)
TXT-00387	scenes\levels\station_39.tscn:166	pl	SYSTEM_OR_UNLABELED	39	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przejście do stanowiska ostatecznego zatwierdzenia
TXT-00388	scenes\levels\station_40.tscn:75	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Powrót na powierzchnię. Sala Negocjacyjna UCP zamyka ostatnie prognozy.
TXT-00389	scenes\levels\station_40.tscn:80	und	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SALA NEGOCJACYJNA // POZIOM 0 // OSTATNI IMPULS I WERYFIKACJA
TXT-00390	scenes\levels\station_40.tscn:117	und	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Terminal osobisty Dr Wierzbickiej
TXT-00391	scenes\levels\station_40.tscn:118	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rejestr parametrów stabilności i wygaszania sektorów UCP
TXT-00392	scenes\levels\station_40.tscn:129	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Matryca bilansu kosztów operacyjnych
TXT-00393	scenes\levels\station_40.tscn:130	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zestawienie nieodwracalnych skutków trzech metod dla obu miast
TXT-00394	scenes\levels\station_40.tscn:141	pl	MARTA	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Stanowisko świadka / Marta Kurek
TXT-00395	scenes\levels\station_40.tscn:142	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Potwierdzenie gotowości i obecności Marty przy ostatecznym wyborze
TXT-00396	scenes\levels\station_40.tscn:153	und	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Monitor transmisji miejskiej / Szymon
TXT-00397	scenes\levels\station_40.tscn:154	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Publiczny rejestr świadków i zabezpieczenie pamięci miasta
TXT-00398	scenes\levels\station_40.tscn:165	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Śluza do Komory Przejścia (Station 41)
TXT-00399	scenes\levels\station_40.tscn:166	pl	SYSTEM_OR_UNLABELED	40	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przejście do stanowiska załączenia odpowiedzialności
TXT-00400	scenes\levels\station_41.tscn:75	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Komora wyboru operacyjnego. Trzy stanowiska załączenia odpowiedzialności.
TXT-00401	scenes\levels\station_41.tscn:80	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	KOMORA WYBORU // TRZY METODY ROZSTRZYGNIĘCIA // POZIOM 0
TXT-00402	scenes\levels\station_41.tscn:117	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wyświetlacz topografii korelacyjnej
TXT-00403	scenes\levels\station_41.tscn:118	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Schemat rozproszenia sygnałów i powiązań pomiędzy światami
TXT-00404	scenes\levels\station_41.tscn:129	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Konsola Operacji A: Powrót
TXT-00405	scenes\levels\station_41.tscn:130	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wymuszenie powrotu Leny do świata domowego; izolacja miejscowej Leny
TXT-00406	scenes\levels\station_41.tscn:141	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Konsola Operacji B: Zamknięcie Równi
TXT-00407	scenes\levels\station_41.tscn:142	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przyjęcie Równi i oddanie miejsca miejscowej Lenie; odcięcie domowego świata
TXT-00408	scenes\levels\station_41.tscn:153	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Konsola Operacji C: Przejście Wzajemne
TXT-00409	scenes\levels\station_41.tscn:154	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zsynchronizowany powrót obu Len; zachowanie mostu ze sprzecznym śladem
TXT-00410	scenes\levels\station_41.tscn:165	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Wrota rozstrzygnięcia finałowego
TXT-00411	scenes\levels\station_41.tscn:166	pl	SYSTEM_OR_UNLABELED	41	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przejście do manifestacji wybranej metody
TXT-00412	scenes\levels\station_42a.tscn:64	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Ten sam stół. Świt. Jedno miejsce puste.
TXT-00413	scenes\levels\station_42a.tscn:69	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	POWRÓT // PUSTE KRZESŁO // PRÓG MIĘDZY ADRESAMI
TXT-00414	scenes\levels\station_42a.tscn:123	und	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Rygiel wymuszonego powrotu
TXT-00415	scenes\levels\station_42a.tscn:124	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zamyka przybyłą Lenę w jej adresie
TXT-00416	scenes\levels\station_42a.tscn:134	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zapieczętowany próg
TXT-00417	scenes\levels\station_42a.tscn:135	pl	LENA	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Druga Lena zostaje między adresami
TXT-00418	scenes\levels\station_42a.tscn:146	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Stół z pustym krzesłem
TXT-00419	scenes\levels\station_42a.tscn:147	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Skutek dla osób w tej przestrzeni
TXT-00420	scenes\levels\station_42b.tscn:65	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Przepływ zamknięty. Próg cichy. Ona jest w środku.
TXT-00421	scenes\levels\station_42b.tscn:70	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	ZAMKNIĘCIE RÓWNI // ODZYSKANE CIAŁO // NIEINDEKSOWANA OBECNOŚĆ
TXT-00422	scenes\levels\station_42b.tscn:133	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zabezpieczenie przewodu Równi
TXT-00423	scenes\levels\station_42b.tscn:134	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zamyka przepływ między adresami
TXT-00424	scenes\levels\station_42b.tscn:145	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Próg mieszkania 14
TXT-00425	scenes\levels\station_42b.tscn:146	pl	LENA	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Miejscowa Lena odzyskuje ciało i dom
TXT-00426	scenes\levels\station_42b.tscn:157	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Stół nieindeksowanej obecności
TXT-00427	scenes\levels\station_42b.tscn:158	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Obecność uznana bez fałszerstwa rejestru
TXT-00428	scenes\levels\station_42c.tscn:65	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Dwa czytniki. Świt. Ta sama sekunda po obu stronach.
TXT-00429	scenes\levels\station_42c.tscn:70	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PRZEJŚCIE WZAJEMNE // TRWAŁY PRZECIEK // OBIE LENY
TXT-00430	scenes\levels\station_42c.tscn:133	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zwolnienie wzajemnego przejścia
TXT-00431	scenes\levels\station_42c.tscn:134	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Otwiera równoległe przejście między światami
TXT-00432	scenes\levels\station_42c.tscn:145	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Próg trwałego przecieku pamięci
TXT-00433	scenes\levels\station_42c.tscn:146	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Dwa czytniki rejestrują tę samą sekundę
TXT-00434	scenes\levels\station_42c.tscn:157	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Stół dwóch domów
TXT-00435	scenes\levels\station_42c.tscn:158	pl	SYSTEM_OR_UNLABELED	42	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Dwa kubki i połączony ślad pamięci
TXT-00436	scenes\levels\station_43.tscn:70	pl	SYSTEM_OR_UNLABELED	43	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Epilog. Miasto żyje dalej z dokonanym wyborem i utrwaloną ciągłością.
